predicted,actual
390.97736,396.48330331139607
396.95905,391.06916256466184
391.29858,382.72696610795913
382.94717,399.73781463225293
400.40237,399.858352088581
400.2456,403.7607522372012
404.09985,406.53813612675964
406.65988,404.3584171248276
404.43527,400.5162857043715
400.53247,409.3506767744137
409.7827,412.10797108791746
412.4392,410.0337223602726
410.1646,414.63423527679254
414.88934,422.70020006274353
423.15668,430.6305602103254
431.10474,428.4659083904345
428.45367,436.6825449967955
437.01813,435.6027302838569
435.64963,439.9872802577891
440.3144,438.63625626811245
438.71848,443.4276201571517
443.88232,457.8469133703928
458.79105,451.8300853420184
451.8993,454.4869317752489
454.7475,454.16047616436043
454.38123,453.3820050922419
453.78546,444.58779317430907
444.5708,441.26799073127444
441.6359,436.52685078237175
437.0107,440.5096092352106
441.53088,434.01565377553766
434.57214,435.2461403088864
436.0962,435.4721480395015
436.26398,433.67413098260835
434.41687,429.40509607099045
429.93427,429.7064397118105
430.44897,432.1774575665352
433.0465,439.73616055710573
440.80197,444.9895846954025
445.86917,439.776339709215
440.04303,435.85384998454026
436.0573,438.370069385388
438.97406,437.385680158709
437.98816,443.00071666599
443.85977,450.1978072875763
451.11304,450.2279416516584
450.77972,442.2473575639398
442.24658,440.3388478387459
440.6492,434.7589680895606
435.11084,432.9609510326675
433.60504,436.69258978482276
437.6112,438.4052261434836
439.28516,440.05759377398044
440.82727,443.81936689021785
444.59863,441.02691581861836
441.48853,443.091119758236
443.7163,446.62688514385826
447.3548,452.43779501767233
453.3181,452.51313092787734
453.0487,452.88981047890246
453.3625,460.0266323723248
460.84857,461.40779072608353
462.0454,462.25657531439344
462.78473,459.71022154946377
460.03198,459.18287017802857
459.68863,455.2402908772991
455.6524,448.1888496821091
448.50967,455.2503356653264
456.34814,451.7949285839228
452.53848,451.3429131226926
452.1336,443.7289637979718
444.0901,442.55372359877344
443.32315,441.00682624256376
441.8199,445.34115227635925
446.48346,443.75407576804025
444.5534,452.00084673848323
453.17343,453.1811093316952
453.9796,452.3925934715493
452.998,448.17378250006806
448.49487,445.20554763799026
445.67535,446.21504883473756
446.96332,445.08501018166226
445.81473,442.6340819029922
443.27014,440.4995644471833
441.12854,434.7690128775879
435.27332,429.6863501357558
430.252,428.3051917819971
429.0962,432.68471936191565
433.77493,432.5692042996013
433.43152,434.5279379649319
435.34277,436.72272414890483
437.46274,434.9699086381347
435.5183,433.0563765189271
433.5304,424.9200982167848
425.14758,424.1215375686116
424.7348,427.5668998619879
428.43716,423.29284255635633
423.88947,430.04294011072625
430.9463,435.6780661940619
436.52832,439.6507798588733
440.38855,439.66082464690066
440.04785,443.9047475884502
444.44897,444.2161360172976
444.61865,447.9829315275487
448.5523,446.4109222012706
446.73376,444.4170317778444
444.74057,443.7590981620539
444.1809,442.9304031497986
443.45996,451.5538536712667
452.56366,449.082835816542
449.6065,451.4483833969797
452.08636,443.1262765163317
443.21973,443.2970379127964
443.88315,438.4855844477024
438.9341,438.9576894849871
439.75864,438.0637033505542
438.7909,437.8226284378981
438.60956,443.3773962170151
444.3658,443.8746132243682
444.63492,437.91303153014417
438.26,436.039678563046
436.5163,432.7299209080387
433.27063,426.6829585155823
427.18085,427.78286280457564
428.59027,433.9804970174421
435.05658,435.85887237855394
436.72537,437.9230763181715
438.62198,440.8812663922221
441.53372,448.90202963205
449.78293,444.2764047454616
444.53842,505.6902387445951
508.8507,501.6271219875376
502.23337,503.48038537858116
503.23947,515.7099148018629
515.8459,512.7718143038671
512.85016,507.5887036817617
507.20145,507.4882558014883
507.60736,518.1256863224373
519.30133,515.2126977945097
515.801,515.2930560987285
515.8341,513.5201510119036
514.08795,513.0530683686325
513.88306,510.75281191037254
511.5295,511.37056637405374
512.395,503.95751280987963
504.58136,508.0055623848961
509.281,505.2784024354744
506.33264,505.8760673231008
507.03223,516.2372661732982
517.895,517.6234469210706
518.8225,516.784707120788
517.5398,515.7802283180542
516.43494,512.5960305133888
513.22156,511.1495810374523
511.88892,517.040849215485
518.3041,515.9459673205054
516.89624,522.9823413336543
524.2273,529.2301994866575
530.48926,531.5857022790678
532.5572,529.8228419802704
530.3578,527.2614210332996
527.74,526.6537113576458
527.34094,529.1146844243431
530.091,528.6978257212086
529.5536,534.9707958442801
536.1324,539.1142709055563
540.2097,542.3788270144406
543.29944,538.6873674143944
539.0689,535.0159973904032
535.3301,530.4255292619105
530.7933,536.5277379885172
537.6437,534.9657734502664
535.78613,542.4240285605636
543.5577,543.1623204805728
543.93555,550.3744782842
551.3617,557.6268152399368
558.5717,555.9945371854947
556.36145,558.8070778331489
559.16455,559.2791828704337
559.68286,554.7992074102417
554.92065,560.4343334935775
561.05334,556.6323812252306
556.9678,552.5642420741594
552.67316,558.7367643169575
559.45654,569.5248666583167
570.72815,570.7151740395559
571.2318,565.2106302005757
564.9999,565.1804958364936
565.28455,561.5744169346801
561.77496,574.8034027666818
575.83594,574.4166784276292
574.9024,578.218630695976
578.46954,575.3709332902263
575.30225,581.9653366301725
582.3706,582.6282926399766
582.833,580.1622971792657
580.05835,561.9962980318282
560.98584,550.6758219250202
550.0493,561.589484116721
562.75775,553.5285417247838
554.02045,567.7871183295874
568.8978,590.6189215157226
592.35156,566.8077514969222
565.9887,569.1732990773598
568.5366,571.6995632662348
572.1673,580.0919836630742
580.97046,588.8510388229115
589.38824,586.5909615167608
586.51465,595.22947922027
595.35657,593.4816861035133
593.3849,600.0961790195142
600.1434,601.552673283478
601.50586,605.5957004644808
605.5603,601.3216431588493
600.9268,602.2055845052548
602.0271,602.0448678968174
602.11975,606.4143506887087
606.7656,610.1660790169188
610.46936,610.2514597151511
610.3562,609.769309889839
609.73016,607.9863600149868
607.9365,601.4974269493277
601.4076,607.6147028579753
608.1502,609.2921824585407
609.93207,609.9702056503857
610.2973,607.5544341298114
607.6598,605.942245651424
606.182,600.1413805656373
600.26746,603.8027058016013
604.39197,594.666971090739
594.8672,586.525670394583
586.5044,596.1937788708942
597.2427,605.7865514370003
607.14087,599.7747458026395
599.9536,598.7250654537829
598.68604,591.6535346825382
591.7031,579.0774600723133
578.81104,579.4742291993931
579.89905,566.0744819709266
566.16125,559.0952929360171
559.2124,560.6336823567678
561.4489,557.6071776793434
558.31995,567.8228878197526
568.923,567.6620104947069
568.2517,570.4069798533011
570.76984,543.7315083941417
542.33124,538.7342564849059
538.32355,555.5258272865631
557.09033,564.7963831423283
566.25256,541.5395548403925
540.4193,531.1629673749374
530.18304,533.0834404426716
533.61847,537.0148800734789
538.0487,557.1748198682827
558.8391,536.6730157577565
536.05054,529.1721104774953
528.5012,535.38599715739
536.0985,527.4929533973296
527.89825,525.703193156195
525.9951,516.7041177864445
516.7285,517.6693817367195
518.3822,528.2571206912972
529.6627,527.2114180784995
528.03784,531.9170798360896
532.6762,528.4783270132352
528.8552,528.3576690194509
528.869,515.6584151736467
515.4175,510.46006660810383
510.6485,511.5057692209016
512.3969,519.2580453215469
520.777,530.4792387434926
532.11414,533.6565659131475
534.67395,527.2013632456841
527.3128,520.5148994234673
520.52106,521.1584087236506
521.8436,529.413426465064
530.77783,530.3284162512622
531.30566,539.5185334445044
540.7145,545.6620362946916
546.7367,553.3238188999985
554.33813,566.6062530490937
567.7522,562.3228942697489
562.51697,560.7241758521061
560.66156,560.5331340286142
560.8135,554.5505085034729
554.7298,545.5413783009071
545.4665,545.2598429820769
545.8404,554.5203440050268
555.91626,556.96366837916
557.96936,562.765306913625
563.56287,561.1967529944282
561.55457,559.4773765830009
559.7136,551.9664164699245
551.90125,552.3786646153544
552.7959,544.8777593350931
545.0106,543.600795567542
543.99023,553.9874378658126
555.1417,555.5258272865631
556.3025,556.9938328776063
557.3318,565.6007697675574
566.24365,565.2689602846505
565.5692,579.3457262261593
580.1024,576.681195530088
576.7346,577.927994799193
577.8124,575.9572475673818
575.8311,583.3676593523048
583.8474,583.0358498693977
583.18384,585.4389549122695
585.5197,582.9554112068747
582.84326,571.7643822833752
571.2186,576.7616341926109
577.0874,571.7744371161905
572.0737,579.8685775325582
580.5898,585.5797225716847
586.31323,585.4892290763464
585.7694,583.3576045194893
583.234,574.4088033138157
574.0407,595.8155423777248
597.00183,590.1948908339366
590.4884,595.4736780620024
595.4512,596.7204773311075
596.71545,594.0861111334823
593.99274,589.7424233572451
589.40515,591.3210321092573
591.48114,586.3237802000216
586.3297,588.133650106787
588.3561,572.2671239241433
571.7494,566.7269110428781
566.5662,573.8256230105247
574.82184,565.7214277613417
566.1043,567.028556027339
567.3956,564.0121061827299
564.3584,569.4316610702109
570.17126,568.5468357824589
568.9232,563.3786517153621
563.3352,575.464560759429
576.2915,575.3338479328293
575.75256,574.1574324934318
574.0732,582.8649177115366
583.22534,587.5705794691266
587.966,585.1976389247009
584.9433,584.0714976493801
583.7435,583.2570561913358
583.16736,580.8941704797253
580.8193,578.5513944337456
578.4718,571.673888788037
571.4916,569.8640188812715
569.9975,572.2671239241433
572.7982,578.0184882945314
578.78503,578.6318330962686
579.00354,582.68393072086
583.03357,586.7963573423438
587.16296,590.4462616543207
590.7234,581.7086119377698
581.27966,583.8000171633653
583.76,582.0504762534921
582.2127,576.2991118831042
576.18945,573.775348846448
573.7351,580.6427996593412
581.3125,585.479174243531
586.12836,589.9937941776293
590.3469,596.8210256592612
597.13806,588.0833759427102
587.6553,581.8292699315541
581.26184,588.7067755772628
589.18665,575.7460960782591
575.5598,577.787227139778
577.8974,577.0431695114411
577.45984,578.0486527929774
578.5281,568.9289194294427
568.70496,570.7488441690235
571.0337,575.9572475673818
576.6852,578.038597960162
578.5753,564.3941898297138
563.79504,573.1720588775261
573.6455,561.5185076445198
561.463,545.0889108242158
544.27856,533.7772239069318
533.29443,538.5231049957835
539.515,530.5898419044617
531.00323,525.0496290231963
525.21173,511.6767013787628
511.40735,521.3695602127732
522.6248,527.0907600847152
528.3876,533.2744822661637
534.4082,544.5761143506322
545.67944,540.3631394009949
540.5826,541.3585678497159
541.4944,549.5130372629758
550.2477,549.9453950740365
550.41547,550.9207138571267
551.1296,559.7186925705696
560.4145,555.8475819366547
556.0403,554.7314954941494
554.7717,546.5267519168127
546.3544,542.635531617267
542.83923,541.5998838372846
542.17645,548.0953058360094
549.23596,550.9006041914959
551.85364,547.9143188453329
548.3356,545.9837909447831
546.32666,544.9984173288774
545.4742,537.0852639031864
537.1697,535.6072034793281
535.9657,537.5678958783238
538.30896,535.4061068230208
535.973,538.0806923519074
538.75586,539.8503429274114
540.5219,541.6702676669922
542.2914,540.9563745371013
541.34467,542.4243801281444
542.8895,534.3704590430383
534.32916,534.3201848789614
534.66785,531.8869153376435
532.3428,537.8896505284156
538.87415,525.8037414843486
525.7433,527.533172728591
528.0351,533.9381012319776
535.0226,526.6081281095776
526.99786,528.8905751586651
529.4591,519.1876614918393
519.2903,514.311067576388
514.6466,495.85039452738056
495.44977,505.38237603634525
506.7895,511.60631754905523
513.2395,516.8750499443058
518.33093,525.4116030045493
526.6775,531.152912542122
532.2628,529.3229329697258
529.80273,534.6017201977917
535.3353,530.8914868889225
531.2859,530.9819803842607
531.4955,526.9499924253
527.3192,525.3512740076571
525.93134,514.3814514060956
514.47644,502.44636485425906
502.46686,501.5816492321378
502.4699,503.1602579841499
504.54816,496.63467148697896
497.50824,493.00487684063273
493.8578,496.64472631979436
498.0276,501.3503880773844
502.91254,502.27543269639796
503.45087,508.5798128716308
509.87112,507.3933425994179
508.24594,518.5642618572869
519.9892,534.9636941791447
536.7612,540.5340715588561
541.6648,535.7781356371892
535.8613,519.1574969933934
518.4108,510.5002859393653
510.4155,511.16390490517927
512.1485,535.0944070057444
537.7088,529.0313428180802
530.03784,529.7955101120479
530.434,523.3000881133231
523.61743,528.1364626975128
529.30347,531.5651606875518
532.7439,528.3777786850816
529.1161,537.5176217142471
538.75415,536.5423029311569
537.3944,543.5203569050191
544.57043,549.6236404239447
550.62335,543.4298634096808
543.67395,540.282700738472
540.3904,543.4600279081269
544.17,539.5285882773198
540.02527,532.4700956409346
532.6076,536.6629609249412
537.549,544.4655111896632
545.84283,556.1090075898542
557.5671,559.034963939125
559.7392,572.0157531037593
572.9656,574.3183098184776
574.7682,574.0468293324627
574.0741,576.0075217314586
576.1018,568.3457391261516
568.1302,569.5120997327338
569.67206,555.6364304475321
555.24426,551.7954843120632
551.84814,556.1391720883003
556.9926,547.9243736781484
548.24097,555.133688806764
555.9684,551.4536199963409
551.969,560.140995548815
561.1029,558.6227157936951
559.0703,561.0057111709363
561.463,559.4472120845548
559.64575,570.8594473299925
571.7306,559.4271024189242
559.1232,555.7973077725779
555.46423,548.9499666253155
548.7384,552.6501451013692
553.2333,548.608102309593
548.8461,543.1483280908507
543.1535,536.0998902872807
536.0296,537.3466895563859
537.92285,537.5980603767699
538.30457,542.2031738062065
543.08685,541.3686226825312
541.8673,540.5944005557483
540.97235,539.7497945992578
540.08344,530.9518158858148
530.8657,533.0934952754872
533.56415,534.3704590430383
535.0671,524.5971615465049
524.59204,535.9490677950503
536.99365,534.5413912008994
535.22766,539.950891255565
540.7611,547.6026190280567
548.4936,565.7113729285263
567.2197,557.5267390168206
557.47644,555.8274722710239
555.55676,551.2022491759568
551.13214,539.39787545072
539.12836,539.9609460883803
540.35645,542.856737939205
543.7999,532.8220147894722
532.9851,526.2059347969631
526.2712,532.7214664613186
533.83997,540.282700738472
541.7239,537.7488828690005
538.3832,531.0523642139683
531.0885,531.6355445172594
532.15686,540.4636877291485
541.7178,535.8887387981581
536.351,534.3302397117768
534.596,539.4179851163508
540.1792,541.3384581840851
542.0835,544.596224016263
545.1915,542.1830641405758
542.4472,534.3503493774076
534.2446,541.861309490484
542.69507,541.8512546576687
542.61597,534.1391978882849
534.22064,536.0295064575732
536.5287,541.2479646887468
542.3035,542.384160796883
543.1891,538.7543661505367
539.0281,535.3658874917593
535.5985,528.830246161773
528.99677,528.6894785023579
529.298,538.7443113177214
540.09796,536.6529060921258
537.3623,534.3604042102229
534.6809,529.2022749759415
529.36676,530.1574840934009
530.7971,531.2735705359063
532.0305,538.7845306489828
539.89734,538.7443113177214
539.408,540.252536240026
540.8168,542.5550929547442
543.15173,539.9006170914882
540.266,537.2763057266784
537.5487,533.7168949100396
534.012,523.4911299368149
523.45276,522.4755918224632
523.0003,523.8128845869066
524.76666,525.3814385061032
526.39636,524.8384775340736
525.6033,527.0103214221922
527.8711,518.7754133464094
519.00653,522.6465239803243
523.4836,532.1483409908429
533.545,548.6583764736698
550.4648,563.2881582200238
564.7194,562.4033329322717
562.6632,582.1409697488305
583.05164,675.731353594234
678.64734,665.7670142742088
665.15027,665.0430663115026
660.81726,664.8419696551954
662.50696,646.9242575782175
645.3139,626.0906439847843
624.1012,629.8109321264687
629.9361,630.5549897548058
631.5149,634.5065390512436
635.13367,635.1701580170577
635.6016,628.1518847119339
628.35583,633.7825910885374
634.4324,631.8118438567262
632.6315,646.4215159374494
647.5106,645.3154843277593
646.05273,637.895017710021
638.00665,636.3164089580091
636.8731,663.5147317235674
665.42615,662.288042120093
663.3666,659.1609891145149
658.7353,659.8346629131443
659.933,663.6052252189056
664.2135,658.8392344644233
659.08246,663.6353897173517
664.0559,649.4882399461353
649.9321,614.9498892253615
614.473,591.9544865766252
592.26526,584.3630878010256
586.54346,631.1783893893582
635.84863,640.2176840903701
643.11304,632.9480399648623
633.2073,620.7515277598263
620.64197,600.1793398195925
600.3977,616.8200881290193
618.7637,608.6857283813902
610.2334,603.1052961688633
603.7916,617.1418427791108
618.6831,615.1912052129303
616.4137,623.868525932589
624.62305,628.3127620369796
628.96704,625.7688893346926
625.93176,637.7341403849753
638.1366,638.5787463414658
638.828,645.5366906496973
645.49585,631.8118438567262
631.3241,638.0357853694363
638.23456,625.2158735298478
625.5436,624.8840640469407
625.2661,628.3429265354257
629.26965,614.437092751778
614.7933,597.263438303137
597.0621,597.34387696566
598.5232,610.8676271023239
613.11,613.7533641203333
615.27686,629.459012977931
630.7522,644.0988495571005
645.2063,648.0906181847997
648.33,644.9937296776677
644.50165,641.7761831767514
641.48,646.2505837795882
646.5453,649.3273626210894
649.7092,654.9882334961391
655.2269,653.8419825551877
653.843,664.4799956738423
664.6771,664.942517983349
665.0311,668.8639027813408
668.69763,652.9571572674356
652.5786,645.2451004980519
645.1914,654.4754370225555
655.77875,704.9607525884958
706.7482,715.7998623634577
715.71344,711.4863390856667
709.0989,715.9707945213189
714.1168,719.9625631490181
719.02875,713.819060298831
712.6567,724.1755380986556
723.06116,725.2312955442687
724.67957,731.2139210694099
730.1482,734.3711385734341
733.39246,736.8949016100903
735.8906,727.9762649028629
727.23157,731.4250725585327
730.94336,738.5438941918101
738.52893,734.3510289078034
734.19617,720.0430018115411
719.9732,732.0685818587159
732.6609,728.3885130482927
729.78467,743.1691172868772
743.4256,741.5703988692344
741.9493,759.8601397603807
758.9934,759.2367401258282
758.43207,751.4945188579982
750.2227,751.3638060313986
750.54395,753.4853757554401
753.3164,745.7833738188717
745.69727,770.3573852196201
769.28076,765.6718331276608
765.11945,755.777877637343
754.25085,770.1261240648668
768.7677,766.5466035825974
766.041,765.6617782948454
764.1011,754.8427781855142
754.2633,752.6809891302112
752.5671,742.0329211787412
742.80273,750.9817223844146
751.571,746.5877604441008
747.68933,761.3583098498699
761.2868,752.650824631765
753.03564,742.4753338226171
742.5085,750.9817223844146
751.4807,753.2239501022407
754.0808,753.535649919517
753.52057,751.6151768517825
751.6598,765.8025459542605
765.45325,779.9698053911077
778.7554,774.3390990145042
772.5062,762.1526416422835
760.443,745.0192065249041
744.8509,745.763264153241
746.4159,746.8089667660388
748.0243,729.4844898251674
730.77747,717.4991291092542
719.0695,719.0676830284508
721.8126,729.1627351750758
731.8906,703.5128566630834
705.86,717.7504999296382
719.7528,697.3693538128964
700.69183,704.7496010993732
707.2109,701.3912869390417
704.50366,709.5759208507477
712.1827,728.338238884216
730.3037,714.6837759209523
716.1651,716.061288016657
716.6997,702.9397311926077
704.7023,734.0795484217887
735.42554,746.1352929674094
746.9413,755.2349166653134
753.87146,767.9542801767482
765.6721,730.047560462828
729.13,711.0037071105293
710.24,686.4296957097808
688.5785,685.5951445861057
688.7628,680.9397569925924
684.53467,686.9827115146259
690.3917,685.9671734002741
689.08386,685.2532802703834
687.9695,693.9004364915959
696.5547,711.3958455903285
713.7356,700.2852553293518
701.7701,703.8647758116211
704.6881,709.445208024148
711.0512,698.7770304070473
700.1,702.507373381547
703.6112,708.7313148942571
710.4265,708.0475862628125
709.2682,700.7075583075971
701.52057,721.8629265511219
722.8106,721.9031458823833
722.8285,715.4378883821046
715.2594,713.899498961354
714.2341,698.0832469427871
699.2473,696.886721837759
698.2864,708.2185184206736
710.376,715.8400816947192
717.5781,729.9168476362281
730.5355,733.6069712794665
733.76794,731.435127391348
731.09375,739.2376776560701
738.8419,740.9369444018664
740.75415,740.7559574111899
740.16907,745.2705773452883
744.70056,743.9232297480295
743.59625,741.2184797206967
740.8092,738.4433458636563
738.40704,736.6636404553369
737.0054,747.9652725398056
748.09937,753.7568562414549
753.6128,748.1462595304822
747.5547,753.1334566069024
752.3783,748.4881238462044
748.4817,740.9570540674972
740.9561,748.8903171588191
749.08496,743.4506526057073
744.2064,742.3144564975712
742.5434,739.2477324888855
739.9946,746.2760606268246
746.95306,754.9533813464833
755.23773,756.4414966031571
756.15955,762.2732996360678
761.3707,769.9250274085596
768.7762,757.1754993986785
756.31226,755.9085904639428
754.9187,762.4140672954829
762.162,721.8227072198604
722.6958,726.2267239929896
726.98584,711.134419937129
714.4603,708.8218083895954
711.4839,693.9205461572267
696.97327,695.9214578874839
699.3178,701.149970951473
704.79156,695.2678937544854
698.32886,698.6262079148169
701.2387,704.38762711802
707.1909,714.1307601161074
716.3429,715.920520357242
717.4551,726.2568884914358
727.15796,718.3236254001139
719.21185,716.3327685026719
716.88116,713.8391699644619
714.98083,719.5302053379576
720.7102,709.2139468693946
710.36,709.6161401820091
710.61975,703.2715406755148
704.93286,712.7431931875872
714.3114,707.2130351391372
708.83356,723.1499451514885
724.1659,728.3583485498467
729.3572,727.2020427760799
