High_pred,Low_pred,Close_pred,High,Low,Close
376.84628,370.9088,374.1391,335.87,330.81,332.5224775224776
378.1596,372.06757,375.1883,336.06,332.29,335.1798201798202
372.5603,366.58148,369.58417,337.36,334.6,337.3076923076923
371.65933,364.82162,368.5329,338.17,335.07,336.50849150849155
373.57138,367.70038,370.63214,337.73,329.85,333.50649350649354
379.44177,373.12717,376.44556,339.03,332.11,337.32767232767236
349.93323,336.554,341.9323,338.97,334.25,337.1378621378622
342.17877,333.55804,335.8288,338.95,335.78,338.0469530469531
340.44543,336.2151,337.04663,334.75,328.39,333.36163836163837
342.222,337.8436,340.3686,337.54,331.13,337.3626373626374
338.46313,334.43677,336.4159,343.21,336.81,342.72227772227774
338.93658,334.68787,336.9435,342.41,338.82,339.5654345654346
340.21426,335.8589,337.98273,343.0,338.75,341.2637362637363
339.96167,335.60123,337.80548,341.22,335.49,339.25074925074927
347.40976,341.72778,344.8447,341.97,338.3,339.0909090909091
343.76178,338.03253,340.69122,348.64,341.09,348.39660339660344
342.4829,336.9581,339.8398,354.8,347.53,351.7582417582418
338.7085,333.14825,336.16403,355.07,347.89,349.07592407592415
336.1289,329.88336,333.38568,349.02,344.21,344.80019980019983
328.8328,322.41748,325.7414,346.16,339.17,344.1508491508492
334.28036,327.08466,331.06897,353.18,343.98,351.70329670329676
332.5639,327.2451,329.5577,355.17,352.18,353.51648351648356
330.91537,325.281,328.5323,355.11,351.18,353.6663336663337
326.09198,320.56525,323.58505,357.99,352.07,357.79720279720283
325.12604,319.34668,322.6263,362.92,356.87,362.39260739260743
329.26984,322.14758,326.06485,364.32,359.26,362.70229770229776
336.33353,329.9834,332.8359,366.09,363.7,365.62437562437566
335.80093,329.88693,332.74188,373.62,363.76,373.29170829170835
335.01535,329.03534,332.2545,381.02,372.43,373.18181818181824
333.4707,328.66092,331.15924,379.2,369.12,375.32467532467535
331.7509,325.8538,329.33356,380.0,374.42,376.83816183816185
336.6284,330.29855,333.6122,378.23,374.17,375.83916083916085
345.76376,338.82574,342.25046,381.07,376.69,379.4655344655345
347.4116,340.9427,343.83624,381.56,373.73,377.0829170829171
352.23572,345.17627,348.7771,380.53,374.7,379.8251748251748
348.82544,342.98428,345.66306,383.51,378.28,382.59240759240765
346.71008,341.0711,344.19806,385.74,381.08,382.39260739260743
344.69183,339.18872,342.17444,380.36,375.67,377.50749250749254
348.1678,342.9546,345.82904,379.24,369.88,370.65434565434566
343.88354,338.5013,341.32764,372.37,367.77,370.8891108891109
345.75073,340.70044,343.54858,377.83,373.74,374.3356643356644
351.77423,345.32452,348.88705,376.03,370.66,370.984015984016
357.52487,351.36316,354.2727,370.53,363.99,369.10589410589415
352.0344,345.1325,348.45367,372.1,366.85,370.959040959041
353.86182,348.0672,351.07742,376.76,368.75,376.3336663336664
361.0679,354.22015,357.87488,378.29,336.74,346.20379620379623
362.9194,356.36084,359.41043,352.03,334.75,339.62037962037965
362.6436,357.29575,359.94662,341.04,333.6,338.0669330669331
358.7245,353.6516,356.4129,342.38,334.75,338.90609390609393
360.1914,353.14542,357.15665,342.22,336.37,337.3876123876124
354.74484,350.75275,352.35767,339.73,335.5,337.61238761238764
354.83453,350.13922,353.17188,340.24,334.35,336.31368631368633
352.1655,347.0926,349.91656,339.23,336.24,338.88111888111894
351.94272,347.1186,349.82645,344.16,338.09,342.51248751248755
360.27582,354.43143,357.70422,346.48,342.4,342.6773226773227
364.74573,358.463,361.50418,342.15,336.52,340.20479520479523
366.03537,359.9754,362.94006,341.97,337.51,339.58541458541464
370.49945,363.78476,367.27753,337.85,332.0,332.31268731268733
368.73166,363.4474,365.94354,334.49,324.4,324.92507492507497
366.83386,361.38312,364.4102,332.92,323.94,330.2747252747253
372.3949,366.33954,369.6914,333.65,329.2,331.70829170829177
372.14474,366.5883,369.25232,332.55,327.89,328.29670329670336
369.6348,364.75815,367.3484,329.85,324.04,325.0549450549451
362.42926,355.7972,359.48987,328.77,320.75,322.4225774225775
365.1748,357.44183,361.54922,325.29,316.81,322.3826173826174
360.67413,355.41943,357.7158,333.21,326.54,332.8571428571429
357.1969,351.59998,354.8625,337.73,331.04,333.73626373626377
354.56204,348.0408,351.61832,333.65,328.97,331.6933066933067
367.0083,359.61023,363.46497,333.75,331.81,332.73726273726277
375.64862,366.62436,370.48953,332.25,328.28,329.3406593406594
378.2354,371.797,374.1549,336.24,327.77,334.10089910089914
378.12143,372.8107,375.49536,341.18,330.71,340.5594405594406
374.10834,369.3689,371.89178,345.65,339.73,344.6553446553447
378.32578,373.18655,376.104,348.3,341.56,347.88211788211794
377.5947,372.76108,375.11823,351.63,345.76,346.32867132867136
380.39197,375.43982,378.0534,346.46,341.57,344.2257742257743
388.26013,380.56995,384.45636,345.95,339.89,342.62737262737267
382.55646,376.0829,378.75522,346.51,340.98,344.2757242757243
382.36713,376.84302,379.7681,347.14,339.94,340.8291708291709
386.64478,380.66434,383.89502,344.53,340.62,341.42857142857144
391.78174,384.8957,388.32916,349.65,342.58,347.1378621378622
392.74326,385.91953,389.0928,350.44,345.45,347.4775224775225
392.36035,386.4476,389.29486,356.9,348.47,350.0399600399601
391.95963,386.2888,389.25574,352.59,347.91,349.6703296703297
391.08273,386.2969,388.81213,359.61,350.7,359.04595404595403
395.25934,389.6231,392.6888,363.19,356.19,359.19080919080926
400.2541,393.4877,396.84207,360.15,357.0,358.7112887112887
405.69485,398.59464,401.87204,360.97,357.15,359.8301698301699
400.44012,393.58328,396.73297,358.07,353.93,356.4785214785215
402.20264,394.1699,398.37842,356.25,352.41,353.42657342657344
402.21378,396.19537,399.00165,355.11,349.89,353.1118881118881
399.04782,392.64563,395.9622,353.1,348.0,351.8281718281719
397.85266,391.56607,394.86597,352.14,348.7,348.7
402.46198,396.3194,399.49387,353.96,346.7,352.36763236763244
401.6588,395.64072,398.59793,362.14,356.94,360.2747252747253
404.56522,398.42358,401.54694,364.6,359.01,360.48451548451555
416.76825,409.44836,413.11548,369.35,362.48,367.6073926073927
424.20126,415.5257,419.39648,368.31,363.93,366.00399600399606
418.57446,411.4327,414.49133,366.78,360.86,365.2797202797203
418.82977,412.57257,415.92188,367.8,362.94,367.6823176823177
417.26996,409.89368,413.5849,371.11,365.38,369.3556443556444
417.3908,411.8188,414.54724,369.83,366.78,368.6113886113887
415.4473,409.5633,412.6012,369.71,359.83,360.2747252747253
414.2517,408.65375,411.51166,366.13,354.72,361.11388611388617
410.39267,404.981,407.76587,360.82,355.5,356.2587412587413
405.899,398.7341,402.49237,358.48,354.18,354.33066933066937
406.91428,401.19107,404.05634,355.05,349.36,350.939060939061
410.44977,404.36774,407.54962,351.35,346.46,350.1248751248752
406.6001,401.51,404.00644,373.1,366.52,369.36563436563443
408.45544,403.16962,406.1708,377.0,368.87,375.69930069930075
407.00922,401.90564,404.53052,377.82,373.72,375.4295704295705
407.97174,402.3667,405.3512,376.39,372.55,373.961038961039
404.55582,399.89368,402.25928,377.06,371.88,375.43456543456546
403.5465,397.50195,400.85803,379.05,375.05,375.50949050949055
399.03806,392.8479,395.94525,377.4,373.72,376.43356643356645
404.03,398.2623,401.38293,386.85,377.63,386.3536463536464
409.1135,403.08267,406.1079,383.8,377.72,378.0919080919082
402.98956,397.50763,400.1372,384.12,378.32,381.43856143856146
395.58795,389.10928,392.6874,385.04,377.83,383.64635364635365
392.30148,384.7813,388.80997,387.95,381.32,385.5294705294706
390.09668,383.47424,386.7451,391.87,388.32,391.21878121878126
393.62866,387.67197,390.82257,390.04,385.43,389.7502497502498
397.69818,391.85724,394.8298,392.48,388.23,388.8911088911089
397.06293,391.3397,394.24872,391.21,388.53,389.97002997003005
394.1618,388.9361,391.65216,392.9,387.43,392.43756243756246
395.3113,388.766,392.3313,395.15,392.07,394.96503496503504
396.04688,390.6032,393.29034,401.99,396.16,401.91808191808195
394.16943,388.3913,391.44153,402.97,394.42,394.7502497502498
385.93802,378.48303,382.30884,401.22,394.13,396.2787212787213
405.7201,394.9333,400.49063,399.13,395.42,398.36163836163837
401.5904,395.06732,397.11026,402.7,393.77,393.906093906094
407.23535,400.9306,404.51016,396.49,390.74,393.59140859140865
408.98242,403.4419,406.19843,400.87,394.08,398.39660339660344
405.1437,399.6753,402.42627,401.99,399.02,399.10589410589415
402.76587,396.5157,399.75345,402.06,396.59,401.58841158841165
412.4391,405.98065,409.23047,409.88,401.0,409.21578421578425
414.40424,408.38446,411.10266,418.51,412.9,417.73226773226776
410.73767,405.7343,408.15985,420.42,412.86,414.1358641358642
420.01248,413.67456,417.1565,416.75,413.24,414.74525474525484
426.4807,419.751,422.8274,415.9,410.98,414.20579420579423
433.88434,427.50842,430.45148,418.28,414.2,415.8491508491509
429.49493,423.47845,426.21442,414.39,410.3,412.25774225774234
437.92148,430.49176,434.35797,413.79,409.62,411.1138861138861
439.8103,433.18762,436.19977,411.95,407.17,409.23576423576424
441.44525,435.26904,438.2592,408.62,405.15,405.6293706293707
439.71854,434.1501,436.86743,404.86,399.24,402.3876123876125
448.79205,442.70682,445.89172,408.1,401.72,404.14585414585423
463.58075,453.7873,458.27966,407.23,404.2,405.8341658341659
456.43848,448.1112,451.46127,406.93,403.41,404.1158841158841
455.53528,447.6329,451.6186,406.1,403.31,403.6413586413587
456.9571,449.60907,453.23325,408.09,401.9,403.3066933066933
452.8857,446.2574,449.42212,405.48,402.39,404.69530469530474
441.32886,433.71948,437.49292,401.99,399.17,399.8301698301699
440.70996,433.51758,437.4272,401.18,395.17,395.61438561438564
443.4197,436.53928,440.02695,399.63,395.14,399.10089910089914
441.18103,434.47223,437.70068,405.89,400.5,405.0
435.77527,429.4303,432.69812,405.58,398.84,401.59340659340666
436.7234,430.09717,433.66077,401.37,394.17,396.0489510489511
438.5648,432.36072,435.5252,392.03,386.75,390.06493506493507
434.84387,427.86804,431.283,388.32,382.77,385.979020979021
431.86102,425.57233,428.8761,390.41,385.11,387.3726273726274
434.0091,427.4984,431.02332,394.7,386.55,393.61638361638364
435.47107,428.21564,431.79602,395.07,390.57,393.7212787212788
443.4498,435.97064,439.7304,394.57,390.0,393.5514485514486
445.09558,438.47977,441.564,397.01,387.06,389.50549450549454
443.6184,437.789,440.76886,396.51,390.5,395.2047952047953
435.65274,429.0213,432.39587,393.94,387.6,389.8201798201798
441.52765,434.7577,438.48215,391.43,379.21,381.5234765234765
441.71295,435.13068,438.28705,400.22,381.7,398.44155844155847
446.4825,439.87827,443.25098,400.48,386.05,398.5614385614386
453.18927,446.53714,449.79865,406.23,398.69,402.44255744255753
450.63864,443.03638,446.61035,407.47,402.49,405.2047952047953
446.30923,437.77954,442.0139,406.71,402.31,403.0369630369631
439.41943,430.2201,434.68994,402.36,396.8,399.21578421578425
440.3589,432.36456,436.47934,409.81,400.0,408.00199800199806
438.51608,431.33582,434.8983,412.27,407.31,410.7442557442558
440.48267,434.33698,437.60822,410.82,406.66,408.6813186813187
439.61234,433.59344,436.6698,415.72,408.0,413.25674325674333
444.67377,437.92346,441.43665,421.81999999999994,416.44,421.2787212787213
446.78262,441.11404,443.80298,429.32,422.55,429.1658341658342
440.92816,435.00778,437.91797,430.32,423.75,427.0129870129871
445.44815,440.36417,443.2149,435.31,424.86,435.18481518481525
450.80396,445.02814,447.9408,438.19,432.49,434.11088911088916
456.61475,450.3282,453.35455,438.63,434.45,438.47152847152853
452.87317,446.65582,449.51456,439.59,435.06,437.1278721278722
457.47943,451.3186,454.6057,442.69,436.93,441.8931068931069
462.46765,454.99365,458.57324,456.48,445.34,456.2337662337663
463.9876,456.594,460.06293,458.27,449.32,450.24975024975026
465.02072,458.43103,461.62024,455.04,448.58,452.89210789210796
461.42877,454.69287,458.00537,458.58,450.81,452.5674325674326
460.76617,454.68777,457.88657,454.13,447.13,451.7932067932068
447.59918,438.64978,442.92578,452.96,441.78,443.0469530469531
454.85083,440.3473,447.4508,443.32,435.37,439.7452547452548
459.59982,452.01276,455.19586,437.77,433.88,435.02997002997006
456.29932,450.4943,453.35425,444.4,438.56,438.99100899100904
447.9027,441.48596,444.87265,437.36,430.53,432.53246753246754
445.14972,437.51648,441.56732,437.81,431.59,433.7562437562438
444.05432,438.49457,441.2221,436.86,432.14,433.9810189810191
444.83655,439.03644,442.04535,435.35,425.91,432.19280719280727
447.4822,441.70435,444.63892,433.67,425.44,427.947052947053
448.49072,442.2273,445.3645,433.1,426.96,428.2467532467533
453.90033,447.60327,450.73676,431.55,422.03,430.70429570429576
454.13696,448.70224,451.2744,438.36,431.04,438.2217782217783
452.68463,447.71326,450.24078,443.84,438.4,443.4465534465535
448.40088,442.92703,445.7561,441.84,438.12,438.2617382617383
447.97015,442.65912,445.53668,441.35,433.2,434.3606393606394
446.04144,440.6667,443.3858,438.19,431.13,436.8631368631369
445.10498,440.02557,442.7293,440.7,435.43,435.88411588411594
443.9679,438.8628,441.54584,443.05,437.5,441.4685314685315
440.0354,434.69278,437.4529,448.82,442.52,448.62637362637366
434.01505,427.67548,431.06268,453.72,447.06999999999994,448.6563436563437
431.90918,425.88733,429.18,448.82,440.01,440.7192807192808
430.6309,424.99823,428.01724,443.28,434.9,438.8211788211789
436.47403,430.33838,433.6686,436.52,430.01,433.2717282717283
436.1372,431.1305,433.66302,438.2,430.64,431.48351648351655
437.98862,432.03592,435.29156,437.36,433.66,435.1948051948052
439.07214,434.5265,436.9182,440.69,436.69,436.8981018981019
435.84503,431.0704,433.63446,439.27,435.46,438.5414585414586
431.27466,426.46365,429.139,444.37,440.85,442.28271728271733
426.4278,420.54742,423.78958,443.84,437.0,439.50549450549454
426.362,421.0868,424.0245,442.92,437.61,441.5584415584416
430.33124,424.81787,427.80347,446.03,442.01,445.0749250749251
428.0681,422.0323,425.1261,451.44,446.87,450.8541458541459
433.15247,426.63153,430.15335,454.77,447.31,450.929070929071
438.9937,432.4638,435.70288,453.87,448.51,451.30369630369637
442.8338,437.46747,440.16895,458.69,452.56,458.40159840159845
442.63403,436.8067,439.8057,459.78,455.91,459.77522477522484
446.24988,440.79413,443.6917,462.27,456.47,460.61938061938065
445.52905,440.23425,442.88373,462.25,455.24,458.08691308691317
450.43713,444.36945,447.54382,461.7,456.44,457.5624375624376
448.01996,442.94757,445.37823,458.28,449.91,453.6413586413587
448.5,442.73633,445.82596,449.79,436.17,446.62837162837167
444.59003,438.9159,441.79968,454.63,446.83,453.6513486513487
444.24225,438.75217,441.74493,454.8,448.11,450.2147852147853
455.52338,448.58557,452.19476,453.45,448.67,449.76523476523477
450.68262,444.84286,447.47037,446.75,441.39,442.1928071928072
452.94952,442.83606,448.02643,443.33,439.35,441.02397602397605
444.73846,438.41223,441.28137,445.74,438.8,439.48551448551456
446.06232,440.27942,443.63904,446.13,438.79,443.7962037962038
439.66333,433.4784,436.66412,446.5799999999999,441.44,442.2177822177823
439.23016,433.7326,436.84088,450.5899999999999,445.83,450.4195804195805
436.7556,431.63666,434.35938,451.81,448.73,451.59340659340666
442.14197,436.00275,439.36636,451.07,447.92,450.8091908091908
444.20978,438.4641,441.2959,453.16,446.19,446.61338661338664
445.57678,439.98328,442.86197,447.55,442.88,443.66133866133873
439.27844,432.5379,435.9662,446.25,440.99,444.66533466533474
435.45074,429.96637,433.04364,446.09,443.34,443.5414585414586
434.64795,429.302,432.30377,441.84,439.18,441.10389610389615
429.16132,422.86105,426.20154,442.59,436.46,438.981018981019
433.32996,425.67914,429.80585,438.47,431.96,433.2817182817183
436.12347,429.5075,432.7638,430.85,427.4,428.2267732267732
435.8899,430.61237,433.32303,429.61,426.67,426.8531468531469
439.42722,434.1333,437.06604,434.37,427.12,431.20879120879124
444.58832,438.73492,441.80396,434.43,430.16,431.0939060939061
449.50232,443.08298,446.25244,436.82,431.63,433.04195804195814
484.0235,473.12515,478.787,435.74,433.5,435.22477522477527
514.0009,493.07156,500.44064,437.36,433.25,433.48151848151855
505.4358,496.4961,499.81717,435.82,431.41,431.5784215784216
506.85706,501.04877,503.7397,430.25,422.37,423.48651348651356
516.97266,508.2072,512.2042,426.11,422.3,422.69230769230774
515.5355,508.85413,511.53033,428.58,422.71,426.1188811188812
508.175,501.71918,504.35275,427.42,421.2,421.8681318681319
509.9355,504.82025,507.2225,431.48,425.38,428.58141858141863
520.1958,514.19354,516.7151,435.12,425.99,434.18581418581425
514.6382,509.60458,511.4201,438.3,434.18,438.13686313686316
517.3551,511.3492,514.1167,440.24,435.24,438.1468531468532
516.0043,510.8651,513.0046,443.21,439.56,442.36763236763244
510.9985,506.1706,508.2117,444.33,440.35,442.67732267732265
513.4761,508.1646,510.716,446.81,441.39,446.4235764235765
511.28204,506.70844,508.62787,447.27,443.34,444.8601398601399
504.89673,498.6609,501.49973,446.16999999999996,440.77,442.87712287712293
506.62695,501.06302,503.82776,446.83,440.78,442.22277722277727
505.78827,500.88788,503.09564,442.54,438.86,441.39860139860144
505.1955,499.79596,502.35657,450.3,439.89,449.975024975025
519.3158,512.673,515.95306,451.3,446.03,447.51748251748256
519.24445,514.1084,516.20154,450.38,446.14,449.8701298701299
518.76874,513.24365,515.8838,449.11,440.95,441.59340659340666
517.7611,510.8849,514.1317,443.39,439.05,441.7632367632368
515.1702,509.55768,512.3008,441.62,436.17,436.97802197802207
514.0434,508.614,511.29962,439.73,435.87,437.4475524475525
518.2567,512.49475,515.3882,437.12,434.03,436.5584415584416
519.2702,513.46185,516.20154,438.78,432.53,436.31868131868134
526.6354,519.77637,523.0929,442.18,438.38,441.8431568431569
533.38245,525.2239,528.9732,443.02,437.27,442.3376623376624
533.03735,527.30505,529.9395,445.38,434.42,436.40859140859146
533.21783,527.25995,530.1564,437.12,433.38,434.5454545454546
526.1356,519.3575,522.52844,435.36,430.44,431.2537462537463
528.19836,520.65546,524.54474,431.37,424.22,425.2397602397603
531.0079,524.5118,527.65735,429.71,419.92,426.3336663336664
535.2578,528.81726,531.9853,432.79,428.5,432.4975024975025
536.4748,529.3292,532.66895,435.11,431.03,434.36563436563443
540.3605,532.95667,536.5647,436.49,431.08,436.4185814185815
546.8474,538.6593,542.5698,441.16,435.37,439.3606393606394
541.4331,533.39514,537.05725,447.49,440.35,447.33766233766244
538.93335,530.74426,534.88464,446.78,441.21,442.73726273726277
533.435,523.76526,528.44977,505.83,485.18000000000006,503.81618381618387
539.1283,530.19434,534.9568,507.6,497.91,499.7752247752248
539.05365,530.61316,534.7488,504.61,496.04,501.6183816183817
542.94836,532.55804,537.7443,515.44,498.45,513.7812187812187
547.05273,538.02136,542.6299,518.34,510.49,510.8591408591409
558.3041,546.25836,552.08575,512.49,503.48,505.70429570429576
560.07196,551.0724,555.3495,509.79999999999995,504.6,505.6043956043957
558.5582,551.8843,555.22125,516.53,504.86,516.1838161838162
560.97876,552.5489,556.78754,516.82,511.08,513.2867132867133
